Date,Low,Open,Volume,High,Close,Adjusted Close
23-05-1995,502499999744.0,502499999744.0,0,502499999744.0,502499999744.0,502499999744.0
24-05-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
25-05-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
26-05-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
30-05-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
31-05-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
01-06-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
02-06-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
05-06-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
06-06-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
07-06-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
08-06-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
09-06-1995,529999986688.0,529999986688.0,0,529999986688.0,529999986688.0,529999986688.0
12-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
13-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
14-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
15-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
16-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
19-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
20-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
21-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
22-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
23-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
26-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
27-06-1995,510000005120.0,510000005120.0,0,510000005120.0,510000005120.0,510000005120.0
