Date,Low,Open,Volume,High,Close,Adjusted Close
03-01-2000,59.41999816894531,59.41999816894531,50.0,59.5,59.5,1.6372212030546507e-08
04-01-2000,56.279998779296875,56.279998779296875,0.0,56.279998779296875,56.279998779296875,1.5486186555335735e-08
05-01-2000,49.31999969482422,49.31999969482422,0.0,49.31999969482422,49.31999969482422,1.35710500615005e-08
06-01-2000,48.189998626708984,48.189998626708984,0.0,48.189998626708984,48.189998626708984,1.326011656033188e-08
07-01-2000,45.470001220703125,45.470001220703125,0.0,45.5,45.5,1.251992465256535e-08
10-01-2000,45.79999923706055,45.79999923706055,300.0,45.900001525878906,45.900001525878906,1.2629993939583528e-08
11-01-2000,47.79999923706055,47.81999969482422,100.0,47.81999969482422,47.79999923706055,1.3152803290950033e-08
12-01-2000,47.0,47.0,200.0,47.0,47.0,1.2932673598697875e-08
13-01-2000,46.099998474121094,46.099998474121094,100.0,46.099998474121094,46.099998474121094,1.2685023698111308e-08
14-01-2000,47.15999984741211,47.15999984741211,0.0,47.15999984741211,47.15999984741211,1.297670149114083e-08
17-01-2000,47.77000045776367,47.77000045776367,0.0,47.77000045776367,47.77000045776367,1.314454767253892e-08
18-01-2000,47.900001525878906,47.900001525878906,0.0,47.900001525878906,47.900001525878906,1.3180319946570762e-08
19-01-2000,45.75,45.75,0.0,45.75,45.75,1.2588717623884804e-08
20-01-2000,46.0,46.0,0.0,46.0,46.0,1.2657507042490579e-08
21-01-2000,46.5,46.5,100.0,46.5,46.5,1.2795088544237387e-08
24-01-2000,47.0,47.0,0.0,47.0,47.0,1.2932673598697875e-08
25-01-2000,46.0,46.0,0.0,46.0,46.0,1.2657507042490579e-08
26-01-2000,50.0,50.0,0.0,50.0,50.0,1.3758164385535565e-08
27-01-2000,50.0,50.0,0.0,50.0,50.0,1.3758164385535565e-08
28-01-2000,51.45000076293945,51.45000076293945,0.0,51.45000076293945,51.45000076293945,1.4157149230697996e-08
31-01-2000,50.5,50.5,0.0,50.5,50.5,1.3895744999103954e-08
01-02-2000,53.099998474121094,53.099998474121094,0.0,53.099998474121094,53.099998474121094,1.4611169163458726e-08
02-02-2000,56.56999969482422,56.56999969482422,0.0,56.56999969482422,56.56999969482422,1.5565985833632112e-08
03-02-2000,53.0,53.0,0.0,53.0,53.0,1.4583653396016416e-08
04-02-2000,51.70000076293945,51.70000076293945,0.0,51.70000076293945,51.70000076293945,1.422594042566061e-08
07-02-2000,53.0,53.0,900.0,56.0,56.0,1.5409140630140428e-08
08-02-2000,52.0,52.0,500.0,52.5,52.0,1.4308491280701219e-08
09-02-2000,52.099998474121094,52.099998474121094,0.0,52.099998474121094,52.099998474121094,1.433600171907301e-08
10-02-2000,49.5,49.5,0.0,49.5,49.5,1.3620581995610337e-08
11-02-2000,49.5,49.5,100.0,50.0,50.0,1.3758164385535565e-08
14-02-2000,49.20000076293945,49.20000076293945,2300.0,50.0,50.0,1.3758164385535565e-08
15-02-2000,49.79999923706055,49.79999923706055,1500.0,50.0,50.0,1.3758164385535565e-08
16-02-2000,49.599998474121094,49.599998474121094,30.0,49.70000076293945,49.70000076293945,1.3675613530494957e-08
17-02-2000,48.79999923706055,48.79999923706055,1200.0,48.900001525878906,48.900001525878906,1.345548206188596e-08
18-02-2000,47.900001525878906,47.900001525878906,0.0,47.900001525878906,47.900001525878906,1.3180319946570762e-08
21-02-2000,49.0,49.0,80.0,49.0,49.0,1.348299338843617e-08
22-02-2000,47.5,47.5,0.0,47.5,47.5,1.3070253324087844e-08
23-02-2000,48.099998474121094,48.099998474121094,34.0,48.099998474121094,48.099998474121094,1.3235351481455382e-08
24-02-2000,49.70000076293945,49.70000076293945,10.0,49.70000076293945,49.70000076293945,1.3675613530494957e-08
25-02-2000,52.0,52.0,50.0,52.0,52.0,1.4308491280701219e-08
28-02-2000,54.0,54.0,200.0,54.5,54.5,1.4996395236721582e-08
29-02-2000,55.099998474121094,55.099998474121094,0.0,55.099998474121094,55.099998474121094,1.51614969468028e-08
01-03-2000,56.400001525878906,56.400001525878906,82.0,56.5,56.5,1.5546721243708816e-08
02-03-2000,56.0,56.0,0.0,56.0,56.0,1.5409140630140428e-08
03-03-2000,57.5,57.5,300.0,58.0,58.0,1.59594684134845e-08
06-03-2000,57.29999923706055,57.29999923706055,0.0,57.29999923706055,57.29999923706055,1.5766854488674653e-08
07-03-2000,52.0,52.0,0.0,52.0,52.0,1.4308491280701219e-08
08-03-2000,57.0,57.0,0.0,57.0,57.0,1.5684303633634045e-08
09-03-2000,58.0,58.0,200.0,58.0,58.0,1.59594684134845e-08
10-03-2000,57.0,57.0,0.0,57.0,57.0,1.5684303633634045e-08
13-03-2000,57.0,57.0,0.0,57.0,57.0,1.5684303633634045e-08
14-03-2000,55.5,55.5,0.0,55.5,55.5,1.52715582402152e-08
15-03-2000,59.5,59.5,0.0,59.5,59.5,1.6372212030546507e-08
16-03-2000,60.70000076293945,60.70000076293945,100.0,61.0,61.0,1.6784955647608513e-08
