Date,Low,Open,Volume,High,Close,Adjusted Close
07-05-2013,11.210000038146973,12.069999694824219,35748.0,12.069999694824219,11.479999542236328,11.479999542236328
08-05-2013,11.449999809265137,11.569999694824219,11596.0,11.600000381469727,11.489999771118164,11.489999771118164
09-05-2013,11.399999618530273,11.550000190734863,4160.0,11.600000381469727,11.600000381469727,11.600000381469727
10-05-2013,11.300000190734863,11.5,7273.0,11.600000381469727,11.479999542236328,11.479999542236328
13-05-2013,10.800000190734863,11.449999809265137,16450.0,11.460000038146973,11.0,11.0
14-05-2013,11.0,11.350000381469727,3101.0,11.350000381469727,11.229999542236328,11.229999542236328
15-05-2013,10.899999618530273,11.270000457763672,4199.0,11.270000457763672,11.0,11.0
16-05-2013,10.399999618530273,10.979999542236328,14163.0,10.979999542236328,10.399999618530273,10.399999618530273
17-05-2013,9.960000038146973,10.380000114440918,9365.0,10.5,10.100000381469727,10.100000381469727
20-05-2013,10.229999542236328,10.930000305175781,4451.0,10.930000305175781,10.670000076293945,10.670000076293945
21-05-2013,10.670000076293945,10.84000015258789,797.0,10.9399995803833,10.850000381469727,10.850000381469727
22-05-2013,10.800000190734863,10.989999771118164,1937.0,10.989999771118164,10.800000190734863,10.800000190734863
23-05-2013,10.260000228881836,10.649999618530273,1984.0,10.930000305175781,10.779999732971191,10.779999732971191
24-05-2013,10.15999984741211,10.869999885559082,3329.0,10.869999885559082,10.579999923706055,10.579999923706055
27-05-2013,10.220000267028809,10.579999923706055,2636.0,10.600000381469727,10.489999771118164,10.489999771118164
28-05-2013,10.350000381469727,10.489999771118164,1522.0,10.770000457763672,10.770000457763672,10.770000457763672
29-05-2013,10.300000190734863,10.300000190734863,862.0,10.75,10.529999732971191,10.529999732971191
30-05-2013,10.25,10.520000457763672,1679.0,10.699999809265137,10.699999809265137,10.699999809265137
31-05-2013,10.529999732971191,10.699999809265137,1491.0,10.800000190734863,10.529999732971191,10.529999732971191
03-06-2013,10.670000076293945,10.6899995803833,2510.0,10.899999618530273,10.800000190734863,10.800000190734863
04-06-2013,10.800000190734863,10.899999618530273,15473.0,11.149999618530273,11.149999618530273,11.149999618530273
05-06-2013,10.899999618530273,10.899999618530273,2385.0,11.180000305175781,11.0,11.0
06-06-2013,11.0,11.1899995803833,2285.0,11.1899995803833,11.100000381469727,11.100000381469727
07-06-2013,10.899999618530273,11.100000381469727,828.0,11.100000381469727,10.899999618530273,10.899999618530273
10-06-2013,11.0,11.140000343322754,875.0,11.140000343322754,11.0,11.0
11-06-2013,10.699999809265137,11.010000228881836,478.0,11.010000228881836,10.699999809265137,10.699999809265137
12-06-2013,10.699999809265137,10.899999618530273,549.0,10.899999618530273,10.899999618530273,10.899999618530273
13-06-2013,10.470000267028809,10.899999618530273,4362.0,10.899999618530273,10.789999961853027,10.789999961853027
14-06-2013,10.520000457763672,10.800000190734863,895.0,10.800000190734863,10.699999809265137,10.699999809265137
17-06-2013,10.600000381469727,10.75,1948.0,11.100000381469727,10.899999618530273,10.899999618530273
18-06-2013,10.800000190734863,10.800000190734863,3380.0,11.029999732971191,10.800000190734863,10.800000190734863
19-06-2013,10.699999809265137,11.020000457763672,749.0,11.029999732971191,10.800000190734863,10.800000190734863
20-06-2013,10.550000190734863,11.020000457763672,2269.0,11.020000457763672,11.0,11.0
21-06-2013,10.550000190734863,10.899999618530273,852.0,10.899999618530273,10.890000343322754,10.890000343322754
24-06-2013,10.550000190734863,10.979999542236328,483.0,10.979999542236328,10.729999542236328,10.729999542236328
25-06-2013,10.170000076293945,10.470000267028809,1728.0,10.720000267028809,10.720000267028809,10.720000267028809
26-06-2013,10.3100004196167,10.75,647.0,10.75,10.739999771118164,10.739999771118164
27-06-2013,10.75,10.75,50.0,10.75,10.75,10.75
28-06-2013,10.649999618530273,10.75,61.0,10.75,10.649999618530273,10.649999618530273
01-07-2013,10.699999809265137,10.75,4467.0,11.350000381469727,10.899999618530273,10.899999618530273
02-07-2013,10.899999618530273,10.989999771118164,1580.0,11.0600004196167,10.920000076293945,10.920000076293945
03-07-2013,10.979999542236328,11.119999885559082,2104.0,11.119999885559082,10.979999542236328,10.979999542236328
04-07-2013,10.970000267028809,11.079999923706055,1480.0,11.119999885559082,11.119999885559082,11.119999885559082
05-07-2013,11.0,11.109999656677246,617.0,11.119999885559082,11.0,11.0
08-07-2013,11.119999885559082,11.199999809265137,150.0,11.199999809265137,11.119999885559082,11.119999885559082
09-07-2013,11.0,11.119999885559082,2913.0,11.119999885559082,11.0,11.0
10-07-2013,10.899999618530273,11.0,400.0,11.0,11.0,11.0
11-07-2013,10.210000038146973,11.0,2971.0,11.0,10.579999923706055,10.579999923706055
12-07-2013,10.260000228881836,10.600000381469727,330.0,10.600000381469727,10.579999923706055,10.579999923706055
15-07-2013,10.369999885559082,10.579999923706055,265.0,10.59000015258789,10.369999885559082,10.369999885559082
16-07-2013,10.260000228881836,10.350000381469727,5707.0,10.600000381469727,10.600000381469727,10.600000381469727
17-07-2013,10.5,10.600000381469727,222.0,10.609999656677246,10.5,10.5
18-07-2013,10.25,10.890000343322754,3734.0,10.890000343322754,10.270000457763672,10.270000457763672
19-07-2013,10.260000228881836,10.260000228881836,3077.0,10.600000381469727,10.600000381469727,10.600000381469727
22-07-2013,10.300000190734863,10.600000381469727,963.0,10.600000381469727,10.359999656677246,10.359999656677246
23-07-2013,10.3100004196167,10.579999923706055,46.0,10.579999923706055,10.529999732971191,10.529999732971191
24-07-2013,10.319999694824219,10.529999732971191,929.0,10.529999732971191,10.5,10.5
25-07-2013,10.319999694824219,10.5,327.0,10.5,10.329999923706055,10.329999923706055
26-07-2013,10.300000190734863,10.5,1966.0,10.5,10.430000305175781,10.430000305175781
29-07-2013,10.350000381469727,10.449999809265137,1644.0,10.489999771118164,10.350000381469727,10.350000381469727
30-07-2013,10.270000457763672,10.399999618530273,2290.0,10.460000038146973,10.270000457763672,10.270000457763672
31-07-2013,10.270000457763672,10.489999771118164,1632.0,10.489999771118164,10.270000457763672,10.270000457763672
