Date,Low,Open,Volume,High,Close,Adjusted Close
07-04-2008,0.25,0.25,10000.0,0.25,0.25,0.25
08-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
09-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
10-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
11-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
14-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
15-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
16-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
17-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
18-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
21-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
22-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
23-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
24-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
25-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
28-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
29-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
30-04-2008,0.25,0.25,0.0,0.25,0.25,0.25
01-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
02-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
05-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
06-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
07-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
08-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
09-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
12-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
13-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
14-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
15-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
16-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
19-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
20-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
21-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
22-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
23-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
27-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
28-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
29-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
30-05-2008,0.25,0.25,0.0,0.25,0.25,0.25
02-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
03-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
04-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
05-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
06-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
09-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
10-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
11-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
12-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
13-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
16-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
17-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
18-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
19-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
20-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
23-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
24-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
25-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
26-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
27-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
30-06-2008,0.25,0.25,0.0,0.25,0.25,0.25
01-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
02-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
03-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
07-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
08-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
09-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
10-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
11-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
14-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
15-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
16-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
17-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
18-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
21-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
22-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
23-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
24-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
25-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
28-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
29-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
30-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
31-07-2008,0.25,0.25,0.0,0.25,0.25,0.25
01-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
04-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
05-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
06-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
07-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
08-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
11-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
12-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
13-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
14-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
15-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
18-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
19-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
20-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
21-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
22-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
25-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
26-08-2008,0.25,0.25,0.0,0.25,0.25,0.25
